@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE pnr_var_max NUMERIC
@ATTRIBUTE pnr_cls_std NUMERIC
@ATTRIBUTE pnr_var_mean NUMERIC
@ATTRIBUTE numClauses NUMERIC
@ATTRIBUTE pnr_cls_mean NUMERIC
@ATTRIBUTE pnr_var_spread NUMERIC
@ATTRIBUTE horn NUMERIC
@ATTRIBUTE binary NUMERIC
@ATTRIBUTE pnr_var_min NUMERIC
@ATTRIBUTE var_clauses_ratio NUMERIC
@ATTRIBUTE perc_soft NUMERIC
@ATTRIBUTE trinary NUMERIC
@ATTRIBUTE unary NUMERIC
@ATTRIBUTE pnr_var_std NUMERIC
@ATTRIBUTE vcg_var_std NUMERIC
@ATTRIBUTE vcg_cls_min NUMERIC

@DATA
benchmarks/pms_crafted/frb/frb30-15-3.partial.wcnf,1,0.02,6.30791,0.01282,18349,0.02452,0.01187,1,1,0.00813,0.02452,0.02452,1,0.02452,0.18085,0.17904,0.00222
benchmarks/pms_crafted/frb/frb30-15-4.partial.wcnf,1,0.02041,6.30755,0.0128,18347,0.02453,0.01156,1,1,0.00885,0.02453,0.02453,1,0.02453,0.17685,0.17167,0.00222
benchmarks/pms_crafted/frb/frb30-15-5.partial.wcnf,1,0.02128,6.30348,0.0129,18325,0.02456,0.01352,1,1,0.00775,0.02456,0.02456,1,0.02456,0.19302,0.19179,0.00222
benchmarks/pms_crafted/frb/frb35-17-1.partial.wcnf,1,0.01961,6.85299,0.01097,28548,0.02084,0.01215,1,1,0.00746,0.02084,0.02084,1,0.02084,0.21522,0.19118,0.00168
benchmarks/pms_crafted/frb/frb35-17-2.partial.wcnf,1,0.01852,6.85287,0.01085,28547,0.02084,0.01111,1,1,0.00741,0.02084,0.02084,1,0.02084,0.17955,0.16929,0.00168
benchmarks/pms_crafted/frb/frb35-17-3.partial.wcnf,1,0.02174,6.86357,0.01101,28631,0.02078,0.01572,1,1,0.00602,0.02078,0.02078,1,0.02078,0.22801,0.21356,0.00168
benchmarks/pms_crafted/frb/frb35-17-4.partial.wcnf,1,0.02857,6.85057,0.01113,28529,0.02086,0.02204,1,1,0.00654,0.02086,0.02086,1,0.02086,0.26794,0.21364,0.00168
benchmarks/pms_crafted/frb/frb35-17-5.partial.wcnf,1,0.02222,6.88712,0.01084,28816,0.02065,0.01492,1,1,0.0073,0.02065,0.02065,1,0.02065,0.21305,0.18468,0.00168
benchmarks/pms_crafted/frb/frb40-19-1.partial.wcnf,1,0.01754,7.3778,0.00954,42173,0.01802,0.01196,1,1,0.00559,0.01802,0.01802,1,0.01802,0.22347,0.21691,0.00132
benchmarks/pms_crafted/frb/frb40-19-2.partial.wcnf,1,0.01724,7.37351,0.00948,42127,0.01804,0.01143,1,1,0.00581,0.01804,0.01804,1,0.01804,0.20994,0.19893,0.00132
benchmarks/pms_crafted/frb/frb40-19-3.partial.wcnf,1,0.01724,7.35506,0.00943,41927,0.01813,0.01099,1,1,0.00625,0.01813,0.01813,1,0.01813,0.18972,0.16429,0.00132
benchmarks/pms_crafted/frb/frb40-19-4.partial.wcnf,1,0.01471,7.40646,0.00928,42485,0.01789,0.00865,1,1,0.00606,0.01789,0.01789,1,0.01789,0.17146,0.16632,0.00132
benchmarks/pms_crafted/frb/frb40-19-5.partial.wcnf,1,0.01449,7.40776,0.00928,42499,0.01788,0.00878,1,1,0.00571,0.01788,0.01788,1,0.01788,0.16848,0.17048,0.00132
benchmarks/pms_crafted/job-shop/ft10-808-1090.wcnf,1,1,0.30063,0.5051,1151201,0.50012,0.91667,0.594,0.18701,0.08333,0.09611,0.00025,1,0.00103,0.23418,4.47845,0.00001
benchmarks/pms_crafted/job-shop/la04-567-0696.wcnf,1,1,0.3034,0.50961,359683,0.5002,0.91667,0.59687,0.19071,0.08333,0.09945,0.00036,1,0.00208,0.28415,3.56895,0.00003
benchmarks/pms_crafted/job-shop/orb08-894-1058.wcnf,1,1,0.30134,0.50528,1121427,0.5004,0.91667,0.59319,0.1867,0.08333,0.09578,0.00015,1,0.00103,0.223,4.40733,0.00001
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-1.clq.wcnf,1,0.99329,0.11822,0.99306,10878,0.98621,0.00075,0.01379,1,0.99254,0.01379,0.01379,1,0.01379,0,0,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-2.clq.wcnf,1,0.99329,0.11822,0.99306,10878,0.98621,0.00075,0.01379,1,0.99254,0.01379,0.01379,1,0.01379,0,0,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,0.99329,0.11822,0.99305,10878,0.98621,0.00064,0.01379,1,0.99265,0.01379,0.01379,1,0.01379,0,0,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,0.99329,0.11822,0.99306,10878,0.98621,0.00053,0.01379,1,0.99275,0.01379,0.01379,1,0.01379,0,0,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,0.9931,0.12082,0.99275,10431,0.98562,0.00092,0.01438,1,0.99219,0.01438,0.01438,1,0.01438,0,0.02212,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,0.9931,0.12082,0.99275,10431,0.98562,0.00086,0.01438,1,0.99225,0.01438,0.01438,1,0.01438,0,0.025,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.99306,0.12082,0.99275,10431,0.98562,0.00081,0.01438,1,0.99225,0.01438,0.01438,1,0.01438,0,0.02327,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.9932,0.12082,0.99275,10431,0.98562,0.00095,0.01438,1,0.99225,0.01438,0.01438,1,0.01438,0,0.02299,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.9898,0.15482,0.9881,6408,0.97659,0.00368,0.02341,1,0.98611,0.02341,0.02341,1,0.02341,0.00083,0.06918,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.99,0.15482,0.9881,6408,0.97659,0.00449,0.02341,1,0.98551,0.02341,0.02341,1,0.02341,0.00087,0.07018,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.99,0.15482,0.98808,6408,0.97659,0.00471,0.02341,1,0.98529,0.02341,0.02341,1,0.02341,0.001,0.08041,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.9898,0.15482,0.98809,6408,0.97659,0.00408,0.02341,1,0.98571,0.02341,0.02341,1,0.02341,0.00093,0.07601,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.98913,0.16064,0.98718,5961,0.97484,0.00476,0.02516,1,0.98438,0.02516,0.02516,1,0.02516,0.001,0.0747,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.9898,0.16064,0.98719,5961,0.97484,0.00495,0.02516,1,0.98485,0.02516,0.02516,1,0.02516,0.00097,0.07443,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.98913,0.16064,0.98719,5961,0.97484,0.00428,0.02516,1,0.98485,0.02516,0.02516,1,0.02516,0.00095,0.07275,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.9899,0.16064,0.98718,5961,0.97484,0.00505,0.02516,1,0.98485,0.02516,0.02516,1,0.02516,0.00099,0.07614,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.98876,0.1672,0.98611,5514,0.9728,0.00631,0.0272,1,0.98246,0.0272,0.0272,1,0.0272,0.00119,0.08319,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.98851,0.1672,0.98614,5514,0.9728,0.00517,0.0272,1,0.98333,0.0272,0.0272,1,0.0272,0.00103,0.07268,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.98876,0.1672,0.98611,5514,0.9728,0.00662,0.0272,1,0.98214,0.0272,0.0272,1,0.0272,0.00123,0.08555,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.98851,0.1672,0.98611,5514,0.9728,0.00605,0.0272,1,0.98246,0.0272,0.0272,1,0.0272,0.0012,0.08324,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,0.98824,0.17464,0.98484,5067,0.9704,0.0071,0.0296,1,0.98113,0.0296,0.0296,1,0.0296,0.00147,0.09496,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,0.9878,0.17464,0.98486,5067,0.9704,0.00741,0.0296,1,0.98039,0.0296,0.0296,1,0.0296,0.00137,0.08773,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,0.98824,0.17464,0.98485,5067,0.9704,0.00675,0.0296,1,0.98148,0.0296,0.0296,1,0.0296,0.00139,0.09063,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-4.clq.wcnf,1,0.9878,0.17464,0.98482,5067,0.9704,0.00864,0.0296,1,0.97917,0.0296,0.0296,1,0.0296,0.00159,0.09801,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-1.clq.wcnf,1,0.98667,0.18318,0.98334,4620,0.96753,0.01106,0.03247,1,0.97561,0.03247,0.03247,1,0.03247,0.00171,0.09437,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-2.clq.wcnf,1,0.9875,0.18318,0.98333,4620,0.96753,0.00924,0.03247,1,0.97826,0.03247,0.03247,1,0.03247,0.00169,0.09967,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-3.clq.wcnf,1,0.98649,0.18318,0.98334,4620,0.96753,0.00776,0.03247,1,0.97872,0.03247,0.03247,1,0.03247,0.00166,0.09605,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-4.clq.wcnf,1,0.98734,0.18318,0.98333,4620,0.96753,0.01115,0.03247,1,0.97619,0.03247,0.03247,1,0.03247,0.00177,0.10054,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-1.clq.wcnf,1,0.98551,0.19311,0.98147,4173,0.96405,0.01115,0.03595,1,0.97436,0.03595,0.03595,1,0.03595,0.00216,0.10892,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-2.clq.wcnf,1,0.98507,0.19311,0.98149,4173,0.96405,0.00833,0.03595,1,0.97674,0.03595,0.03595,1,0.03595,0.00201,0.1052,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-3.clq.wcnf,1,0.98611,0.19311,0.98147,4173,0.96405,0.01175,0.03595,1,0.97436,0.03595,0.03595,1,0.03595,0.00214,0.10756,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-4.clq.wcnf,1,0.98529,0.19311,0.98149,4173,0.96405,0.01161,0.03595,1,0.97368,0.03595,0.03595,1,0.03595,0.0021,0.10338,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-1.clq.wcnf,1,0.98462,0.2048,0.97918,3726,0.95974,0.01164,0.04026,1,0.97297,0.04026,0.04026,1,0.04026,0.00245,0.11789,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-2.clq.wcnf,1,0.98462,0.2048,0.97915,3726,0.95974,0.01239,0.04026,1,0.97222,0.04026,0.04026,1,0.04026,0.00261,0.12172,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-3.clq.wcnf,1,0.98387,0.2048,0.97917,3726,0.95974,0.01328,0.04026,1,0.97059,0.04026,0.04026,1,0.04026,0.00262,0.11473,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-4.clq.wcnf,1,0.98387,0.2048,0.9792,3726,0.95974,0.01244,0.04026,1,0.97143,0.04026,0.04026,1,0.04026,0.00243,0.11056,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-1.clq.wcnf,1,0.98246,0.21894,0.9762,3279,0.95425,0.01817,0.04575,1,0.96429,0.04575,0.04575,1,0.04575,0.00324,0.12632,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-2.clq.wcnf,1,0.98214,0.21894,0.97616,3279,0.95425,0.01786,0.04575,1,0.96429,0.04575,0.04575,1,0.04575,0.0034,0.1322,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-3.clq.wcnf,1,0.98214,0.21894,0.97619,3279,0.95425,0.01339,0.04575,1,0.96875,0.04575,0.04575,1,0.04575,0.00324,0.12816,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-4.clq.wcnf,1,0.98214,0.21894,0.97616,3279,0.95425,0.01663,0.04575,1,0.96552,0.04575,0.04575,1,0.04575,0.00344,0.13212,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-1.clq.wcnf,1,0.98039,0.2365,0.97225,2832,0.94703,0.02206,0.05297,1,0.95833,0.05297,0.05297,1,0.05297,0.00412,0.13859,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-2.clq.wcnf,1,0.98039,0.2365,0.97223,2832,0.94703,0.02206,0.05297,1,0.95833,0.05297,0.05297,1,0.05297,0.00425,0.1399,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-3.clq.wcnf,1,0.98113,0.2365,0.97217,2832,0.94703,0.0228,0.05297,1,0.95833,0.05297,0.05297,1,0.05297,0.00444,0.14929,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-4.clq.wcnf,1,0.98246,0.2365,0.97201,2832,0.94703,0.02593,0.05297,1,0.95652,0.05297,0.05297,1,0.05297,0.00503,0.16668,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-1.clq.wcnf,1,0.97674,0.25906,0.96675,2385,0.93711,0.02938,0.06289,1,0.94737,0.06289,0.06289,1,0.06289,0.00549,0.15071,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-2.clq.wcnf,1,0.97778,0.25906,0.96656,2385,0.93711,0.03333,0.06289,1,0.94444,0.06289,0.06289,1,0.06289,0.00605,0.17012,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-3.clq.wcnf,1,0.97872,0.25906,0.96647,2385,0.93711,0.03428,0.06289,1,0.94444,0.06289,0.06289,1,0.06289,0.00644,0.17668,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-4.clq.wcnf,1,0.97619,0.25906,0.96652,2385,0.93711,0.03501,0.06289,1,0.94118,0.06289,0.06289,1,0.06289,0.00648,0.16602,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-1.clq.wcnf,1,0.99291,0.12352,0.99242,9984,0.98498,0.00117,0.01502,1,0.99174,0.01502,0.01502,1,0.01502,0,0.03005,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-2.clq.wcnf,1,0.99301,0.12352,0.99242,9984,0.98498,0.00107,0.01502,1,0.99194,0.01502,0.01502,1,0.01502,0,0.02881,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-3.clq.wcnf,1,0.99301,0.12352,0.99243,9984,0.98498,0.00114,0.01502,1,0.99187,0.01502,0.01502,1,0.01502,0,0.0286,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-4.clq.wcnf,1,0.9931,0.12352,0.99242,9984,0.98498,0.00117,0.01502,1,0.99194,0.01502,0.01502,1,0.01502,0,0.03017,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-1.clq.wcnf,1,0.97222,0.28965,0.95829,1938,0.9226,0.04915,0.0774,1,0.92308,0.0774,0.0774,1,0.0774,0.00867,0.18064,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-2.clq.wcnf,1,0.97222,0.28965,0.95838,1938,0.9226,0.04365,0.0774,1,0.92857,0.0774,0.0774,1,0.0774,0.00841,0.17591,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-3.clq.wcnf,1,0.97143,0.28965,0.95853,1938,0.9226,0.04286,0.0774,1,0.92857,0.0774,0.0774,1,0.0774,0.00784,0.16716,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-4.clq.wcnf,1,0.97143,0.28965,0.95849,1938,0.9226,0.04286,0.0774,1,0.92857,0.0774,0.0774,1,0.0774,0.00782,0.17257,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-1.clq.wcnf,1,0.96875,0.33445,0.9446,1491,0.8994,0.05966,0.1006,1,0.90909,0.1006,0.1006,1,0.1006,0.01225,0.21795,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-2.clq.wcnf,1,0.96552,0.33445,0.94435,1491,0.8994,0.07663,0.1006,1,0.88889,0.1006,0.1006,1,0.1006,0.01397,0.21291,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-3.clq.wcnf,1,0.96774,0.33445,0.94356,1491,0.8994,0.1106,0.1006,1,0.85714,0.1006,0.1006,1,0.1006,0.01777,0.22711,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-4.clq.wcnf,1,0.96296,0.33445,0.9451,1491,0.8994,0.05387,0.1006,1,0.90909,0.1006,0.1006,1,0.1006,0.01167,0.18091,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-1.clq.wcnf,1,0.95455,0.40962,0.91616,1044,0.85632,0.12121,0.14368,1,0.83333,0.14368,0.14368,1,0.14368,0.02821,0.26685,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-2.clq.wcnf,1,0.95652,0.40962,0.91675,1044,0.85632,0.12319,0.14368,1,0.83333,0.14368,0.14368,1,0.14368,0.02609,0.26095,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-3.clq.wcnf,1,0.95652,0.40962,0.91601,1044,0.85632,0.28986,0.14368,1,0.66667,0.14368,0.14368,1,0.14368,0.03394,0.25694,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-4.clq.wcnf,1,0.95238,0.40962,0.91686,1044,0.85632,0.20238,0.14368,1,0.75,0.14368,0.14368,1,0.14368,0.02884,0.24205,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-1.clq.wcnf,1,0.91667,0.57929,0.83455,597,0.74874,0.91667,0.25126,1,0,0.25126,0.25126,1,0.25126,0.11286,0.31254,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-2.clq.wcnf,1,0.92857,0.57929,0.83138,597,0.74874,0.92857,0.25126,1,0,0.25126,0.25126,1,0.25126,0.11725,0.34197,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-3.clq.wcnf,1,0.92308,0.57929,0.83565,597,0.74874,0.42308,0.25126,1,0.5,0.25126,0.25126,1,0.25126,0.08971,0.31647,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-4.clq.wcnf,1,0.92857,0.57929,0.83745,597,0.74874,0.42857,0.25126,1,0.5,0.25126,0.25126,1,0.25126,0.07831,0.32548,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-1.clq.wcnf,1,0.99275,0.1264,0.99206,9537,0.98427,0.00137,0.01573,1,0.99138,0.01573,0.01573,1,0.01573,0.00027,0.03384,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-2.clq.wcnf,1,0.99275,0.1264,0.99206,9537,0.98427,0.0013,0.01573,1,0.99145,0.01573,0.01573,1,0.01573,0.00027,0.03383,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-3.clq.wcnf,1,0.99291,0.1264,0.99206,9537,0.98427,0.00184,0.01573,1,0.99107,0.01573,0.01573,1,0.01573,0.00033,0.0404,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-4.clq.wcnf,1,0.9927,0.1264,0.99207,9537,0.98427,0.00163,0.01573,1,0.99107,0.01573,0.01573,1,0.01573,0,0.03189,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-1.clq.wcnf,1,0.99231,0.12954,0.99167,9090,0.9835,0.0014,0.0165,1,0.99091,0.0165,0.0165,1,0.0165,0.00028,0.03286,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-2.clq.wcnf,1,0.99237,0.12954,0.99167,9090,0.9835,0.0018,0.0165,1,0.99057,0.0165,0.0165,1,0.0165,0.00035,0.04028,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-3.clq.wcnf,1,0.99254,0.12954,0.99167,9090,0.9835,0.00188,0.0165,1,0.99065,0.0165,0.0165,1,0.0165,0.00034,0.03984,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-4.clq.wcnf,1,0.99242,0.12954,0.99167,9090,0.9835,0.00168,0.0165,1,0.99074,0.0165,0.0165,1,0.0165,0.00033,0.0392,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-1.clq.wcnf,1,0.99242,0.13291,0.99123,8643,0.98264,0.00242,0.01736,1,0.99,0.01736,0.01736,1,0.01736,0.00043,0.04928,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-2.clq.wcnf,1,0.992,0.13291,0.99123,8643,0.98264,0.0018,0.01736,1,0.9902,0.01736,0.01736,1,0.01736,0.0004,0.04434,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-3.clq.wcnf,1,0.99206,0.13291,0.99123,8643,0.98264,0.00177,0.01736,1,0.99029,0.01736,0.01736,1,0.01736,0.00037,0.04181,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-4.clq.wcnf,1,0.99225,0.13291,0.99122,8643,0.98264,0.00245,0.01736,1,0.9898,0.01736,0.01736,1,0.01736,0.00046,0.05112,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-1.clq.wcnf,1,0.99167,0.13654,0.99074,8196,0.9817,0.00198,0.0183,1,0.98969,0.0183,0.0183,1,0.0183,0.00046,0.04834,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-2.clq.wcnf,1,0.99194,0.13654,0.99074,8196,0.9817,0.00257,0.0183,1,0.98936,0.0183,0.0183,1,0.0183,0.00048,0.05176,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-3.clq.wcnf,1,0.9918,0.13654,0.99074,8196,0.9817,0.00233,0.0183,1,0.98947,0.0183,0.0183,1,0.0183,0.00048,0.05126,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-4.clq.wcnf,1,0.99174,0.13654,0.99074,8196,0.9817,0.00226,0.0183,1,0.98947,0.0183,0.0183,1,0.0183,0.00044,0.04658,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-1.clq.wcnf,1,0.99153,0.14052,0.9902,7749,0.98064,0.00315,0.01936,1,0.98837,0.01936,0.01936,1,0.01936,0.00049,0.04908,0.00667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-2.clq.wcnf,1,0.9913,0.14052,0.99019,7749,0.98064,0.00321,0.01936,1,0.9881,0.01936,0.01936,1,0.01936,0.00058,0.05745,0.00667
