@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE pnr_var_max NUMERIC
@ATTRIBUTE pnr_cls_std NUMERIC

@DATA
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-2.clq.wcnf,1,0.9913,0.14052
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-3.clq.wcnf,1,0.99167,0.14052
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-4.clq.wcnf,1,0.99145,0.14052
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-1.clq.wcnf,1,0.99074,0.14484
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-2.clq.wcnf,1,0.99123,0.14484
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-3.clq.wcnf,1,0.99083,0.14484
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-4.clq.wcnf,1,0.99074,0.14484
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-1.clq.wcnf,1,0.99091,0.14955
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-2.clq.wcnf,1,0.99048,0.14955
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-3.clq.wcnf,1,0.99048,0.14955
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-4.clq.wcnf,1,0.99057,0.14955
benchmarks/pms_crafted/maxclicque/structured/brock200_1.clq.wcnf,1,0.98571,0.19871
benchmarks/pms_crafted/maxclicque/structured/brock200_2.clq.wcnf,1,0.9918,0.14125
benchmarks/pms_crafted/maxclicque/structured/brock200_3.clq.wcnf,1,0.9901,0.15958
benchmarks/pms_crafted/maxclicque/structured/brock200_4.clq.wcnf,1,0.98864,0.17134
benchmarks/pms_crafted/maxclicque/structured/brock400_1.clq.wcnf,1,0.99219,0.1412
benchmarks/pms_crafted/maxclicque/structured/brock400_2.clq.wcnf,1,0.99206,0.14142
benchmarks/pms_crafted/maxclicque/structured/brock400_3.clq.wcnf,1,0.992,0.14095
benchmarks/pms_crafted/maxclicque/structured/brock400_4.clq.wcnf,1,0.992,0.14135
benchmarks/pms_crafted/maxclicque/structured/brock800_1.clq.wcnf,1,0.9969,0.08454
benchmarks/pms_crafted/maxclicque/structured/brock800_2.clq.wcnf,1,0.99695,0.08479
benchmarks/pms_crafted/maxclicque/structured/brock800_3.clq.wcnf,1,0.99693,0.08448
benchmarks/pms_crafted/maxclicque/structured/brock800_4.clq.wcnf,1,0.99687,0.0846
benchmarks/pms_crafted/maxclicque/structured/c-fat200-1.clq.wcnf,1,0.99462,0.10438
benchmarks/pms_crafted/maxclicque/structured/c-fat200-2.clq.wcnf,1,0.99405,0.10953
benchmarks/pms_crafted/maxclicque/structured/c-fat200-5.clq.wcnf,1,0.99145,0.13227
benchmarks/pms_crafted/maxclicque/structured/c-fat500-1.clq.wcnf,1,0.99793,0.06458
benchmarks/pms_crafted/maxclicque/structured/c-fat500-10.clq.wcnf,1,0.99683,0.07994
benchmarks/pms_crafted/maxclicque/structured/c-fat500-2.clq.wcnf,1,0.99785,0.06585
benchmarks/pms_crafted/maxclicque/structured/c-fat500-5.clq.wcnf,1,0.99755,0.07021
benchmarks/pms_crafted/maxclicque/structured/hamming10-2.clq.wcnf,1,0.90909,0.44721
benchmarks/pms_crafted/maxclicque/structured/hamming10-4.clq.wcnf,1,0.99432,0.10688
benchmarks/pms_crafted/maxclicque/structured/hamming6-2.clq.wcnf,1,0.85714,0.57735
benchmarks/pms_crafted/maxclicque/structured/hamming6-4.clq.wcnf,1,0.97619,0.22086
benchmarks/pms_crafted/maxclicque/structured/hamming8-2.clq.wcnf,1,0.88889,0.49999
benchmarks/pms_crafted/maxclicque/structured/hamming8-4.clq.wcnf,1,0.98925,0.14746
benchmarks/pms_crafted/maxclicque/structured/johnson16-2-4.clq.wcnf,1,0.96552,0.26727
benchmarks/pms_crafted/maxclicque/structured/johnson32-2-4.clq.wcnf,1,0.98361,0.18257
benchmarks/pms_crafted/maxclicque/structured/johnson8-2-4.clq.wcnf,1,0.92308,0.40825
benchmarks/pms_crafted/maxclicque/structured/johnson8-4-4.clq.wcnf,1,0.94118,0.35355
benchmarks/pms_crafted/maxclicque/structured/keller4.clq.wcnf,1,0.98551,0.18311
benchmarks/pms_crafted/maxclicque/structured/keller5.clq.wcnf,1,0.99537,0.102
benchmarks/pms_crafted/maxclicque/structured/MANN_a27.clq.wcnf,1,0.92857,0.7338
benchmarks/pms_crafted/maxclicque/structured/MANN_a45.clq.wcnf,1,0.95652,0.72301
benchmarks/pms_crafted/maxclicque/structured/MANN_a81.clq.wcnf,1,0.97561,0.71592
benchmarks/pms_crafted/maxclicque/structured/MANN_a9.clq.wcnf,1,0.8,0.79057
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-1.clq.wcnf,1,0.99888,0.05142
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-2.clq.wcnf,1,0.9987,0.06254
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-3.clq.wcnf,1,0.99761,0.08848
benchmarks/pms_crafted/maxclicque/structured/p_hat300-1.clq.wcnf,1,0.99639,0.09413
benchmarks/pms_crafted/maxclicque/structured/p_hat300-2.clq.wcnf,1,0.99585,0.11434
benchmarks/pms_crafted/maxclicque/structured/p_hat300-3.clq.wcnf,1,0.99242,0.16176
benchmarks/pms_crafted/maxclicque/structured/p_hat500-1.clq.wcnf,1,0.99777,0.07327
benchmarks/pms_crafted/maxclicque/structured/p_hat500-2.clq.wcnf,1,0.99739,0.08993
benchmarks/pms_crafted/maxclicque/structured/p_hat500-3.clq.wcnf,1,0.99517,0.12707
benchmarks/pms_crafted/maxclicque/structured/p_hat700-1.clq.wcnf,1,0.9984,0.06162
benchmarks/pms_crafted/maxclicque/structured/p_hat700-2.clq.wcnf,1,0.99816,0.07566
benchmarks/pms_crafted/maxclicque/structured/p_hat700-3.clq.wcnf,1,0.99658,0.10655
benchmarks/pms_crafted/maxclicque/structured/san1000.clq.wcnf,1,0.9982,0.06325
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_1.clq.wcnf,1,0.98667,0.18304
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_2.clq.wcnf,1,0.98969,0.18304
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_1.clq.wcnf,1,0.97561,0.31703
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_2.clq.wcnf,1,0.96774,0.31703
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_3.clq.wcnf,1,0.97059,0.31703
benchmarks/pms_crafted/maxclicque/structured/san400_0.5_1.clq.wcnf,1,0.99558,0.10009
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_1.clq.wcnf,1,0.99301,0.12928
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_2.clq.wcnf,1,0.99301,0.12928
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_3.clq.wcnf,1,0.99333,0.12928
benchmarks/pms_crafted/maxclicque/structured/san400_0.9_1.clq.wcnf,1,0.98305,0.22391
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.7.clq.wcnf,1,0.9875,0.18207
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.9.clq.wcnf,1,0.97059,0.31335
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.5.clq.wcnf,1,0.99582,0.10019
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.7.clq.wcnf,1,0.99324,0.1293
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832706.cnf.wcnf,1,1,0.45258
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832707.cnf.wcnf,1,1,0.47978
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832708.cnf.wcnf,1,1,0.49107
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832709.cnf.wcnf,1,1,0.4959
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832710.cnf.wcnf,1,1,0.49458
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832711.cnf.wcnf,1,1,0.47349
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832712.cnf.wcnf,1,1,0.49693
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832713.cnf.wcnf,1,1,0.47476
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832714.cnf.wcnf,1,1,0.47736
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832715.cnf.wcnf,1,1,0.48184
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195561.cnf.wcnf,1,1,0.48435
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195562.cnf.wcnf,1,1,0.50547
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195563.cnf.wcnf,1,1,0.46625
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195564.cnf.wcnf,1,1,0.50444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195565.cnf.wcnf,1,1,0.50868
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195566.cnf.wcnf,1,1,0.49443
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195567.cnf.wcnf,1,1,0.50111
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195568.cnf.wcnf,1,1,0.47542
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195569.cnf.wcnf,1,1,0.49527
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195570.cnf.wcnf,1,1,0.48881
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558416.cnf.wcnf,1,1,0.56633
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558417.cnf.wcnf,1,1,0.50169
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558418.cnf.wcnf,1,1,0.50496
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558419.cnf.wcnf,1,1,0.50283
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558420.cnf.wcnf,1,1,0.53552
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558421.cnf.wcnf,1,1,0.51655
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558422.cnf.wcnf,1,1,0.52883
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558423.cnf.wcnf,1,1,0.49688
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558424.cnf.wcnf,1,1,0.47928
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558425.cnf.wcnf,1,1,0.50281
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921271.cnf.wcnf,1,1,0.54385
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921272.cnf.wcnf,1,1,0.50691
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921273.cnf.wcnf,1,1,0.51472
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921274.cnf.wcnf,1,1,0.52723
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921275.cnf.wcnf,1,1,0.5316
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921276.cnf.wcnf,1,1,0.51668
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921277.cnf.wcnf,1,1,0.51972
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921278.cnf.wcnf,1,0.90909,0.51528
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921279.cnf.wcnf,1,1,0.50153
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921280.cnf.wcnf,1,1,0.5078
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284126.cnf.wcnf,1,1,0.56594
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284127.cnf.wcnf,1,1,0.51955
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284128.cnf.wcnf,1,1,0.52346
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284129.cnf.wcnf,1,1,0.52338
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284130.cnf.wcnf,1,1,0.53656
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284131.cnf.wcnf,1,1,0.50446
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284132.cnf.wcnf,1,1,0.50725
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284133.cnf.wcnf,1,1,0.53979
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284134.cnf.wcnf,1,0.85714,0.52946
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284135.cnf.wcnf,1,1,0.53921
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646981.cnf.wcnf,1,0.90909,0.55987
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646982.cnf.wcnf,1,1,0.53333
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646983.cnf.wcnf,1,1,0.52327
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646984.cnf.wcnf,1,1,0.54787
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646985.cnf.wcnf,1,0.90909,0.57683
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646986.cnf.wcnf,1,1,0.53565
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646987.cnf.wcnf,1,1,0.53386
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646988.cnf.wcnf,1,0.9,0.52622
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646989.cnf.wcnf,1,1,0.55185
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646990.cnf.wcnf,1,1,0.53075
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009836.cnf.wcnf,1,0.875,0.53605
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009837.cnf.wcnf,1,0.85714,0.53392
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009838.cnf.wcnf,1,0.83333,0.53672
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009839.cnf.wcnf,1,0.91667,0.50761
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009840.cnf.wcnf,1,1,0.54638
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009841.cnf.wcnf,1,1,0.58243
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009842.cnf.wcnf,1,1,0.52603
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009843.cnf.wcnf,1,1,0.54251
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009844.cnf.wcnf,1,1,0.54136
benchmarks/pms_crafted/maxone/3sat/cnf3.150.550.009845.cnf.wcnf,1,0.85714,0.55699
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372691.cnf.wcnf,1,0.85714,0.55263
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372692.cnf.wcnf,1,1,0.52856
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372693.cnf.wcnf,1,0.875,0.55015
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372694.cnf.wcnf,1,0.91667,0.5297
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372695.cnf.wcnf,1,1,0.57025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372696.cnf.wcnf,1,0.92308,0.5447
benchmarks/pms_crafted/maxone/3sat/cnf3.150.600.372697.cnf.wcnf,1,0.90909,0.52107
