@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE pnr_var_max NUMERIC
@ATTRIBUTE pnr_cls_std NUMERIC
@ATTRIBUTE pnr_var_mean NUMERIC
@ATTRIBUTE numClauses NUMERIC
@ATTRIBUTE pnr_cls_mean NUMERIC
@ATTRIBUTE pnr_var_spread NUMERIC

@DATA
benchmarks/pms_crafted/frb/frb30-15-3.partial.wcnf,1,0.02,6.30791,0.01282,18349,0.02452,0.01187
benchmarks/pms_crafted/frb/frb30-15-4.partial.wcnf,1,0.02041,6.30755,0.0128,18347,0.02453,0.01156
benchmarks/pms_crafted/frb/frb30-15-5.partial.wcnf,1,0.02128,6.30348,0.0129,18325,0.02456,0.01352
benchmarks/pms_crafted/frb/frb35-17-1.partial.wcnf,1,0.01961,6.85299,0.01097,28548,0.02084,0.01215
benchmarks/pms_crafted/frb/frb35-17-2.partial.wcnf,1,0.01852,6.85287,0.01085,28547,0.02084,0.01111
benchmarks/pms_crafted/frb/frb35-17-3.partial.wcnf,1,0.02174,6.86357,0.01101,28631,0.02078,0.01572
benchmarks/pms_crafted/frb/frb35-17-4.partial.wcnf,1,0.02857,6.85057,0.01113,28529,0.02086,0.02204
benchmarks/pms_crafted/frb/frb35-17-5.partial.wcnf,1,0.02222,6.88712,0.01084,28816,0.02065,0.01492
benchmarks/pms_crafted/frb/frb40-19-1.partial.wcnf,1,0.01754,7.3778,0.00954,42173,0.01802,0.01196
benchmarks/pms_crafted/frb/frb40-19-2.partial.wcnf,1,0.01724,7.37351,0.00948,42127,0.01804,0.01143
benchmarks/pms_crafted/frb/frb40-19-3.partial.wcnf,1,0.01724,7.35506,0.00943,41927,0.01813,0.01099
benchmarks/pms_crafted/frb/frb40-19-4.partial.wcnf,1,0.01471,7.40646,0.00928,42485,0.01789,0.00865
benchmarks/pms_crafted/frb/frb40-19-5.partial.wcnf,1,0.01449,7.40776,0.00928,42499,0.01788,0.00878
benchmarks/pms_crafted/job-shop/ft10-808-1090.wcnf,1,1,0.30063,0.5051,1151201,0.50012,0.91667
benchmarks/pms_crafted/job-shop/la04-567-0696.wcnf,1,1,0.3034,0.50961,359683,0.5002,0.91667
benchmarks/pms_crafted/job-shop/orb08-894-1058.wcnf,1,1,0.30134,0.50528,1121427,0.5004,0.91667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-1.clq.wcnf,1,0.99329,0.11822,0.99306,10878,0.98621,0.00075
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-2.clq.wcnf,1,0.99329,0.11822,0.99306,10878,0.98621,0.00075
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,0.99329,0.11822,0.99305,10878,0.98621,0.00064
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,0.99329,0.11822,0.99306,10878,0.98621,0.00053
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,0.9931,0.12082,0.99275,10431,0.98562,0.00092
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,0.9931,0.12082,0.99275,10431,0.98562,0.00086
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.99306,0.12082,0.99275,10431,0.98562,0.00081
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.9932,0.12082,0.99275,10431,0.98562,0.00095
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.9898,0.15482,0.9881,6408,0.97659,0.00368
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.99,0.15482,0.9881,6408,0.97659,0.00449
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.99,0.15482,0.98808,6408,0.97659,0.00471
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.9898,0.15482,0.98809,6408,0.97659,0.00408
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.98913,0.16064,0.98718,5961,0.97484,0.00476
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.9898,0.16064,0.98719,5961,0.97484,0.00495
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.98913,0.16064,0.98719,5961,0.97484,0.00428
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.9899,0.16064,0.98718,5961,0.97484,0.00505
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.98876,0.1672,0.98611,5514,0.9728,0.00631
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.98851,0.1672,0.98614,5514,0.9728,0.00517
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.98876,0.1672,0.98611,5514,0.9728,0.00662
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.98851,0.1672,0.98611,5514,0.9728,0.00605
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,0.98824,0.17464,0.98484,5067,0.9704,0.0071
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,0.9878,0.17464,0.98486,5067,0.9704,0.00741
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,0.98824,0.17464,0.98485,5067,0.9704,0.00675
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-4.clq.wcnf,1,0.9878,0.17464,0.98482,5067,0.9704,0.00864
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-1.clq.wcnf,1,0.98667,0.18318,0.98334,4620,0.96753,0.01106
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-2.clq.wcnf,1,0.9875,0.18318,0.98333,4620,0.96753,0.00924
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-3.clq.wcnf,1,0.98649,0.18318,0.98334,4620,0.96753,0.00776
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-4.clq.wcnf,1,0.98734,0.18318,0.98333,4620,0.96753,0.01115
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-1.clq.wcnf,1,0.98551,0.19311,0.98147,4173,0.96405,0.01115
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-2.clq.wcnf,1,0.98507,0.19311,0.98149,4173,0.96405,0.00833
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-3.clq.wcnf,1,0.98611,0.19311,0.98147,4173,0.96405,0.01175
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-4.clq.wcnf,1,0.98529,0.19311,0.98149,4173,0.96405,0.01161
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-1.clq.wcnf,1,0.98462,0.2048,0.97918,3726,0.95974,0.01164
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-2.clq.wcnf,1,0.98462,0.2048,0.97915,3726,0.95974,0.01239
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-3.clq.wcnf,1,0.98387,0.2048,0.97917,3726,0.95974,0.01328
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-4.clq.wcnf,1,0.98387,0.2048,0.9792,3726,0.95974,0.01244
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-1.clq.wcnf,1,0.98246,0.21894,0.9762,3279,0.95425,0.01817
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-2.clq.wcnf,1,0.98214,0.21894,0.97616,3279,0.95425,0.01786
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-3.clq.wcnf,1,0.98214,0.21894,0.97619,3279,0.95425,0.01339
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-4.clq.wcnf,1,0.98214,0.21894,0.97616,3279,0.95425,0.01663
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-1.clq.wcnf,1,0.98039,0.2365,0.97225,2832,0.94703,0.02206
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-2.clq.wcnf,1,0.98039,0.2365,0.97223,2832,0.94703,0.02206
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-3.clq.wcnf,1,0.98113,0.2365,0.97217,2832,0.94703,0.0228
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-4.clq.wcnf,1,0.98246,0.2365,0.97201,2832,0.94703,0.02593
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-1.clq.wcnf,1,0.97674,0.25906,0.96675,2385,0.93711,0.02938
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-2.clq.wcnf,1,0.97778,0.25906,0.96656,2385,0.93711,0.03333
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-3.clq.wcnf,1,0.97872,0.25906,0.96647,2385,0.93711,0.03428
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-4.clq.wcnf,1,0.97619,0.25906,0.96652,2385,0.93711,0.03501
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-1.clq.wcnf,1,0.99291,0.12352,0.99242,9984,0.98498,0.00117
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-2.clq.wcnf,1,0.99301,0.12352,0.99242,9984,0.98498,0.00107
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-3.clq.wcnf,1,0.99301,0.12352,0.99243,9984,0.98498,0.00114
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-4.clq.wcnf,1,0.9931,0.12352,0.99242,9984,0.98498,0.00117
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-1.clq.wcnf,1,0.97222,0.28965,0.95829,1938,0.9226,0.04915
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-2.clq.wcnf,1,0.97222,0.28965,0.95838,1938,0.9226,0.04365
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-3.clq.wcnf,1,0.97143,0.28965,0.95853,1938,0.9226,0.04286
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-4.clq.wcnf,1,0.97143,0.28965,0.95849,1938,0.9226,0.04286
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-1.clq.wcnf,1,0.96875,0.33445,0.9446,1491,0.8994,0.05966
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-2.clq.wcnf,1,0.96552,0.33445,0.94435,1491,0.8994,0.07663
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-3.clq.wcnf,1,0.96774,0.33445,0.94356,1491,0.8994,0.1106
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-4.clq.wcnf,1,0.96296,0.33445,0.9451,1491,0.8994,0.05387
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-1.clq.wcnf,1,0.95455,0.40962,0.91616,1044,0.85632,0.12121
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-2.clq.wcnf,1,0.95652,0.40962,0.91675,1044,0.85632,0.12319
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-3.clq.wcnf,1,0.95652,0.40962,0.91601,1044,0.85632,0.28986
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-4.clq.wcnf,1,0.95238,0.40962,0.91686,1044,0.85632,0.20238
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-1.clq.wcnf,1,0.91667,0.57929,0.83455,597,0.74874,0.91667
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-2.clq.wcnf,1,0.92857,0.57929,0.83138,597,0.74874,0.92857
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-3.clq.wcnf,1,0.92308,0.57929,0.83565,597,0.74874,0.42308
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-4.clq.wcnf,1,0.92857,0.57929,0.83745,597,0.74874,0.42857
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-1.clq.wcnf,1,0.99275,0.1264,0.99206,9537,0.98427,0.00137
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-2.clq.wcnf,1,0.99275,0.1264,0.99206,9537,0.98427,0.0013
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-3.clq.wcnf,1,0.99291,0.1264,0.99206,9537,0.98427,0.00184
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-4.clq.wcnf,1,0.9927,0.1264,0.99207,9537,0.98427,0.00163
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-1.clq.wcnf,1,0.99231,0.12954,0.99167,9090,0.9835,0.0014
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-2.clq.wcnf,1,0.99237,0.12954,0.99167,9090,0.9835,0.0018
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-3.clq.wcnf,1,0.99254,0.12954,0.99167,9090,0.9835,0.00188
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-4.clq.wcnf,1,0.99242,0.12954,0.99167,9090,0.9835,0.00168
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-1.clq.wcnf,1,0.99242,0.13291,0.99123,8643,0.98264,0.00242
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-2.clq.wcnf,1,0.992,0.13291,0.99123,8643,0.98264,0.0018
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-3.clq.wcnf,1,0.99206,0.13291,0.99123,8643,0.98264,0.00177
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-4.clq.wcnf,1,0.99225,0.13291,0.99122,8643,0.98264,0.00245
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-1.clq.wcnf,1,0.99167,0.13654,0.99074,8196,0.9817,0.00198
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-2.clq.wcnf,1,0.99194,0.13654,0.99074,8196,0.9817,0.00257
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-3.clq.wcnf,1,0.9918,0.13654,0.99074,8196,0.9817,0.00233
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-4.clq.wcnf,1,0.99174,0.13654,0.99074,8196,0.9817,0.00226
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-1.clq.wcnf,1,0.99153,0.14052,0.9902,7749,0.98064,0.00315
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-2.clq.wcnf,1,0.9913,0.14052,0.99019,7749,0.98064,0.00321
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-3.clq.wcnf,1,0.99167,0.14052,0.99019,7749,0.98064,0.00316
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-4.clq.wcnf,1,0.99145,0.14052,0.9902,7749,0.98064,0.00256
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-1.clq.wcnf,1,0.99074,0.14484,0.98959,7302,0.97946,0.00265
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-2.clq.wcnf,1,0.99123,0.14484,0.98957,7302,0.97946,0.00373
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-3.clq.wcnf,1,0.99083,0.14484,0.98959,7302,0.97946,0.00348
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-4.clq.wcnf,1,0.99074,0.14484,0.98959,7302,0.97946,0.00294
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-1.clq.wcnf,1,0.99091,0.14955,0.98889,6855,0.97812,0.00407
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-2.clq.wcnf,1,0.99048,0.14955,0.98889,6855,0.97812,0.00399
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-3.clq.wcnf,1,0.99048,0.14955,0.98889,6855,0.97812,0.00476
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-4.clq.wcnf,1,0.99057,0.14955,0.98889,6855,0.97812,0.00355
benchmarks/pms_crafted/maxclicque/structured/brock200_1.clq.wcnf,1,0.98571,0.19871,0.98038,5266,0.96202,0.01429
benchmarks/pms_crafted/maxclicque/structured/brock200_2.clq.wcnf,1,0.9918,0.14125,0.99008,10224,0.98044,0.00343
benchmarks/pms_crafted/maxclicque/structured/brock200_3.clq.wcnf,1,0.9901,0.15958,0.98734,8052,0.97516,0.00525
benchmarks/pms_crafted/maxclicque/structured/brock200_4.clq.wcnf,1,0.98864,0.17134,0.9854,7011,0.97147,0.0075
benchmarks/pms_crafted/maxclicque/structured/brock400_1.clq.wcnf,1,0.99219,0.1412,0.99007,20477,0.98047,0.00469
benchmarks/pms_crafted/maxclicque/structured/brock400_2.clq.wcnf,1,0.99206,0.14142,0.99004,20414,0.98041,0.00595
benchmarks/pms_crafted/maxclicque/structured/brock400_3.clq.wcnf,1,0.992,0.14095,0.99009,20519,0.98051,0.00482
benchmarks/pms_crafted/maxclicque/structured/brock400_4.clq.wcnf,1,0.992,0.14135,0.99005,20435,0.98043,0.00551
benchmarks/pms_crafted/maxclicque/structured/brock800_1.clq.wcnf,1,0.9969,0.08454,0.99644,112895,0.99291,0.00107
benchmarks/pms_crafted/maxclicque/structured/brock800_2.clq.wcnf,1,0.99695,0.08479,0.99641,112234,0.99287,0.00122
benchmarks/pms_crafted/maxclicque/structured/brock800_3.clq.wcnf,1,0.99693,0.08448,0.99644,113067,0.99292,0.00106
benchmarks/pms_crafted/maxclicque/structured/brock800_4.clq.wcnf,1,0.99687,0.0846,0.99643,112757,0.99291,0.00112
benchmarks/pms_crafted/maxclicque/structured/c-fat200-1.clq.wcnf,1,0.99462,0.10438,0.99459,18566,0.98923,0.00009
benchmarks/pms_crafted/maxclicque/structured/c-fat200-2.clq.wcnf,1,0.99405,0.10953,0.99404,16865,0.98814,0.00007
benchmarks/pms_crafted/maxclicque/structured/c-fat200-5.clq.wcnf,1,0.99145,0.13227,0.99132,11627,0.9828,0.00022
benchmarks/pms_crafted/maxclicque/structured/c-fat500-1.clq.wcnf,1,0.99793,0.06458,0.99792,120791,0.99586,0.00001
benchmarks/pms_crafted/maxclicque/structured/c-fat500-10.clq.wcnf,1,0.99683,0.07994,0.99681,78623,0.99364,0.00003
benchmarks/pms_crafted/maxclicque/structured/c-fat500-2.clq.wcnf,1,0.99785,0.06585,0.99784,116111,0.99569,0.00001
benchmarks/pms_crafted/maxclicque/structured/c-fat500-5.clq.wcnf,1,0.99755,0.07021,0.99754,102059,0.9951,0.00002
benchmarks/pms_crafted/maxclicque/structured/hamming10-2.clq.wcnf,1,0.90909,0.44721,0.9091,6144,0.83333,0
benchmarks/pms_crafted/maxclicque/structured/hamming10-4.clq.wcnf,1,0.99432,0.10688,0.99432,90624,0.9887,0
benchmarks/pms_crafted/maxclicque/structured/hamming6-2.clq.wcnf,1,0.85714,0.57735,0.85714,256,0.75,0
benchmarks/pms_crafted/maxclicque/structured/hamming6-4.clq.wcnf,1,0.97619,0.22086,0.97619,1376,0.95349,0
benchmarks/pms_crafted/maxclicque/structured/hamming8-2.clq.wcnf,1,0.88889,0.49999,0.88889,1280,0.8,0
benchmarks/pms_crafted/maxclicque/structured/hamming8-4.clq.wcnf,1,0.98925,0.14746,0.98925,12032,0.97872,0
benchmarks/pms_crafted/maxclicque/structured/johnson16-2-4.clq.wcnf,1,0.96552,0.26727,0.96552,1800,0.93333,0
benchmarks/pms_crafted/maxclicque/structured/johnson32-2-4.clq.wcnf,1,0.98361,0.18257,0.98361,15376,0.96774,0
benchmarks/pms_crafted/maxclicque/structured/johnson8-2-4.clq.wcnf,1,0.92308,0.40825,0.92308,196,0.85714,0
benchmarks/pms_crafted/maxclicque/structured/johnson8-4-4.clq.wcnf,1,0.94118,0.35355,0.94118,630,0.88889,0
benchmarks/pms_crafted/maxclicque/structured/keller4.clq.wcnf,1,0.98551,0.18311,0.98323,5271,0.96756,0.00678
benchmarks/pms_crafted/maxclicque/structured/keller5.clq.wcnf,1,0.99537,0.102,0.99476,75486,0.98972,0.00262
benchmarks/pms_crafted/maxclicque/structured/MANN_a27.clq.wcnf,1,0.92857,0.7338,0.76276,1080,0.65,0.17857
benchmarks/pms_crafted/maxclicque/structured/MANN_a45.clq.wcnf,1,0.95652,0.72301,0.75898,3015,0.65672,0.20652
benchmarks/pms_crafted/maxclicque/structured/MANN_a81.clq.wcnf,1,0.97561,0.71592,0.7555,9801,0.66116,0.22561
benchmarks/pms_crafted/maxclicque/structured/MANN_a9.clq.wcnf,1,0.8,0.79057,0.76,117,0.61538,0.05
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-1.clq.wcnf,1,0.99888,0.05142,0.99866,378247,0.99736,0.00057
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-2.clq.wcnf,1,0.9987,0.06254,0.99785,255701,0.99609,0.00297
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-3.clq.wcnf,1,0.99761,0.08848,0.99571,128754,0.99223,0.00713
benchmarks/pms_crafted/maxclicque/structured/p_hat300-1.clq.wcnf,1,0.99639,0.09413,0.99555,34217,0.99123,0.00234
benchmarks/pms_crafted/maxclicque/structured/p_hat300-2.clq.wcnf,1,0.99585,0.11434,0.9929,23222,0.98708,0.00994
benchmarks/pms_crafted/maxclicque/structured/p_hat300-3.clq.wcnf,1,0.99242,0.16176,0.98582,11760,0.97449,0.02273
benchmarks/pms_crafted/maxclicque/structured/p_hat500-1.clq.wcnf,1,0.99777,0.07327,0.9973,93681,0.99466,0.00115
benchmarks/pms_crafted/maxclicque/structured/p_hat500-2.clq.wcnf,1,0.99739,0.08993,0.99556,62304,0.99197,0.0064
benchmarks/pms_crafted/maxclicque/structured/p_hat500-3.clq.wcnf,1,0.99517,0.12707,0.99112,31450,0.9841,0.016
benchmarks/pms_crafted/maxclicque/structured/p_hat700-1.clq.wcnf,1,0.9984,0.06162,0.99808,184351,0.9962,0.00082
benchmarks/pms_crafted/maxclicque/structured/p_hat700-2.clq.wcnf,1,0.99816,0.07566,0.99686,123622,0.99434,0.00437
benchmarks/pms_crafted/maxclicque/structured/p_hat700-3.clq.wcnf,1,0.99658,0.10655,0.99374,62340,0.98877,0.01027
benchmarks/pms_crafted/maxclicque/structured/san1000.clq.wcnf,1,0.9982,0.06325,0.99799,250000,0.996,0.00042
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_1.clq.wcnf,1,0.98667,0.18304,0.9834,6170,0.96759,0.00889
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_2.clq.wcnf,1,0.98969,0.18304,0.98213,6170,0.96759,0.01747
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_1.clq.wcnf,1,0.97561,0.31703,0.94775,2190,0.90868,0.08672
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_2.clq.wcnf,1,0.96774,0.31703,0.95011,2190,0.90868,0.05108
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_3.clq.wcnf,1,0.97059,0.31703,0.95074,2190,0.90868,0.04751
benchmarks/pms_crafted/maxclicque/structured/san400_0.5_1.clq.wcnf,1,0.99558,0.10009,0.99499,40300,0.99007,0.00129
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_1.clq.wcnf,1,0.99301,0.12928,0.99168,24340,0.98357,0.00311
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_2.clq.wcnf,1,0.99301,0.12928,0.99168,24340,0.98357,0.00342
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_3.clq.wcnf,1,0.99333,0.12928,0.99165,24340,0.98357,0.00409
benchmarks/pms_crafted/maxclicque/structured/san400_0.9_1.clq.wcnf,1,0.98305,0.22391,0.97508,8380,0.95227,0.02151
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.7.clq.wcnf,1,0.9875,0.18207,0.98352,6232,0.96791,0.01314
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.9.clq.wcnf,1,0.97059,0.31335,0.95108,2237,0.91059,0.0615
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.5.clq.wcnf,1,0.99582,0.10019,0.99499,40216,0.99005,0.0018
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.7.clq.wcnf,1,0.99324,0.1293,0.99166,24331,0.98356,0.00435
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832706.cnf.wcnf,1,1,0.45258,0.63599,400,0.70667,0.83333
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832707.cnf.wcnf,1,1,0.47978,0.6017,400,0.68417,0.83333
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832708.cnf.wcnf,1,1,0.49107,0.59305,400,0.67917,0.8
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832709.cnf.wcnf,1,1,0.4959,0.58914,400,0.68,0.875
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832710.cnf.wcnf,1,1,0.49458,0.5957,400,0.68167,0.8
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832711.cnf.wcnf,1,1,0.47349,0.59876,400,0.68667,0.83333
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832712.cnf.wcnf,1,1,0.49693,0.58203,400,0.6825,0.85714
