@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn NUMERIC
@ATTRIBUTE vcg_var_spread NUMERIC
@ATTRIBUTE vcg_var_min NUMERIC

@DATA
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.01438,0.00144,0.01237
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.01438,0.00173,0.01237
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.02341,0.00406,0.01124
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.02341,0.00484,0.01077
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.02341,0.00499,0.01061
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.02341,0.00437,0.01092
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.02516,0.0047,0.01074
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.02516,0.00537,0.01107
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.02516,0.00436,0.01107
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.02516,0.00554,0.01107
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.0272,0.0058,0.01034
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.0272,0.0049,0.01088
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.0272,0.00598,0.01016
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.0272,0.00544,0.01034
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,0.0296,0.00632,0.01046
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,0.0296,0.00612,0.01007
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,0.0296,0.00612,0.01066
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-4.clq.wcnf,1,0.0296,0.00671,0.00947
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-1.clq.wcnf,1,0.03247,0.00736,0.00887
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-2.clq.wcnf,1,0.03247,0.00736,0.00996
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-3.clq.wcnf,1,0.03247,0.00584,0.01017
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-4.clq.wcnf,1,0.03247,0.00801,0.00909
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-1.clq.wcnf,1,0.03595,0.00719,0.00935
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-2.clq.wcnf,1,0.03595,0.00575,0.0103
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-3.clq.wcnf,1,0.03595,0.00791,0.00935
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-4.clq.wcnf,1,0.03595,0.00719,0.00911
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-1.clq.wcnf,1,0.04026,0.00751,0.00993
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-2.clq.wcnf,1,0.04026,0.00778,0.00966
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-3.clq.wcnf,1,0.04026,0.00751,0.00913
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-4.clq.wcnf,1,0.04026,0.00725,0.00939
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-1.clq.wcnf,1,0.04575,0.00884,0.00854
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-2.clq.wcnf,1,0.04575,0.00854,0.00854
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-3.clq.wcnf,1,0.04575,0.00732,0.00976
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-4.clq.wcnf,1,0.04575,0.00823,0.00884
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-1.clq.wcnf,1,0.05297,0.00953,0.00847
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-2.clq.wcnf,1,0.05297,0.00953,0.00847
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-3.clq.wcnf,1,0.05297,0.01024,0.00847
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-4.clq.wcnf,1,0.05297,0.01201,0.00812
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-1.clq.wcnf,1,0.06289,0.01006,0.00797
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-2.clq.wcnf,1,0.06289,0.01132,0.00755
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-3.clq.wcnf,1,0.06289,0.01216,0.00755
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-4.clq.wcnf,1,0.06289,0.01048,0.00713
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-1.clq.wcnf,1,0.01502,0.002,0.01212
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-2.clq.wcnf,1,0.01502,0.0019,0.01242
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-3.clq.wcnf,1,0.01502,0.002,0.01232
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-4.clq.wcnf,1,0.01502,0.0021,0.01242
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-1.clq.wcnf,1,0.0774,0.01187,0.00671
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-2.clq.wcnf,1,0.0774,0.01135,0.00722
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-3.clq.wcnf,1,0.0774,0.01084,0.00722
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-4.clq.wcnf,1,0.0774,0.01084,0.00722
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-1.clq.wcnf,1,0.1006,0.01408,0.00738
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-2.clq.wcnf,1,0.1006,0.01341,0.00604
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-3.clq.wcnf,1,0.1006,0.0161,0.00469
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-4.clq.wcnf,1,0.1006,0.01073,0.00738
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-1.clq.wcnf,1,0.14368,0.01533,0.00575
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-2.clq.wcnf,1,0.14368,0.01628,0.00575
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-3.clq.wcnf,1,0.14368,0.01916,0.00287
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-4.clq.wcnf,1,0.14368,0.01628,0.00383
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-1.clq.wcnf,1,0.25126,0.01843,0.00168
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-2.clq.wcnf,1,0.25126,0.02178,0.00168
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-3.clq.wcnf,1,0.25126,0.01843,0.00335
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-4.clq.wcnf,1,0.25126,0.0201,0.00335
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-1.clq.wcnf,1,0.01573,0.00231,0.01216
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-2.clq.wcnf,1,0.01573,0.0022,0.01227
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-3.clq.wcnf,1,0.01573,0.00304,0.01174
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-4.clq.wcnf,1,0.01573,0.00262,0.01174
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-1.clq.wcnf,1,0.0165,0.0022,0.0121
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-2.clq.wcnf,1,0.0165,0.00275,0.01166
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-3.clq.wcnf,1,0.0165,0.00297,0.01177
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-4.clq.wcnf,1,0.0165,0.00264,0.01188
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-1.clq.wcnf,1,0.01736,0.0037,0.01157
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-2.clq.wcnf,1,0.01736,0.00266,0.0118
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-3.clq.wcnf,1,0.01736,0.00266,0.01192
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-4.clq.wcnf,1,0.01736,0.00359,0.01134
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-1.clq.wcnf,1,0.0183,0.00281,0.01184
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-2.clq.wcnf,1,0.0183,0.00366,0.01147
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-3.clq.wcnf,1,0.0183,0.00329,0.01159
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-4.clq.wcnf,1,0.0183,0.00317,0.01159
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-1.clq.wcnf,1,0.01936,0.00413,0.0111
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-2.clq.wcnf,1,0.01936,0.004,0.01084
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-3.clq.wcnf,1,0.01936,0.00426,0.01123
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-4.clq.wcnf,1,0.01936,0.00348,0.01161
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-1.clq.wcnf,1,0.02054,0.00329,0.0115
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-2.clq.wcnf,1,0.02054,0.00466,0.01096
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-3.clq.wcnf,1,0.02054,0.00411,0.01082
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-4.clq.wcnf,1,0.02054,0.00356,0.01123
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-1.clq.wcnf,1,0.02188,0.00496,0.01109
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-2.clq.wcnf,1,0.02188,0.00452,0.0108
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-3.clq.wcnf,1,0.02188,0.00511,0.01021
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-4.clq.wcnf,1,0.02188,0.00423,0.01123
benchmarks/pms_crafted/maxclicque/structured/brock200_1.clq.wcnf,1,0.03798,0.00665,0.00665
benchmarks/pms_crafted/maxclicque/structured/brock200_2.clq.wcnf,1,0.01956,0.00352,0.00841
benchmarks/pms_crafted/maxclicque/structured/brock200_3.clq.wcnf,1,0.02484,0.00435,0.0082
benchmarks/pms_crafted/maxclicque/structured/brock200_4.clq.wcnf,1,0.02853,0.00499,0.00756
benchmarks/pms_crafted/maxclicque/structured/brock400_1.clq.wcnf,1,0.01953,0.00234,0.00391
benchmarks/pms_crafted/maxclicque/structured/brock400_2.clq.wcnf,1,0.01959,0.00265,0.00353
benchmarks/pms_crafted/maxclicque/structured/brock400_3.clq.wcnf,1,0.01949,0.00229,0.0038
benchmarks/pms_crafted/maxclicque/structured/brock400_4.clq.wcnf,1,0.01957,0.0025,0.00362
benchmarks/pms_crafted/maxclicque/structured/brock800_1.clq.wcnf,1,0.00709,0.00074,0.00213
benchmarks/pms_crafted/maxclicque/structured/brock800_2.clq.wcnf,1,0.00713,0.00084,0.00208
benchmarks/pms_crafted/maxclicque/structured/brock800_3.clq.wcnf,1,0.00708,0.00074,0.00214
benchmarks/pms_crafted/maxclicque/structured/brock800_4.clq.wcnf,1,0.00709,0.00074,0.00208
benchmarks/pms_crafted/maxclicque/structured/c-fat200-1.clq.wcnf,1,0.01077,0.00016,0.00986
benchmarks/pms_crafted/maxclicque/structured/c-fat200-2.clq.wcnf,1,0.01186,0.00012,0.00984
benchmarks/pms_crafted/maxclicque/structured/c-fat200-5.clq.wcnf,1,0.0172,0.00026,0.0098
benchmarks/pms_crafted/maxclicque/structured/c-fat500-1.clq.wcnf,1,0.00414,0.00002,0.00397
benchmarks/pms_crafted/maxclicque/structured/c-fat500-10.clq.wcnf,1,0.00636,0.00004,0.00397
benchmarks/pms_crafted/maxclicque/structured/c-fat500-2.clq.wcnf,1,0.00431,0.00003,0.00398
benchmarks/pms_crafted/maxclicque/structured/c-fat500-5.clq.wcnf,1,0.0049,0.00003,0.00397
benchmarks/pms_crafted/maxclicque/structured/hamming10-2.clq.wcnf,1,0.16667,0,0.00179
benchmarks/pms_crafted/maxclicque/structured/hamming10-4.clq.wcnf,1,0.0113,0,0.00194
benchmarks/pms_crafted/maxclicque/structured/hamming6-2.clq.wcnf,1,0.25,0,0.02734
benchmarks/pms_crafted/maxclicque/structured/hamming6-4.clq.wcnf,1,0.04651,0,0.03052
benchmarks/pms_crafted/maxclicque/structured/hamming8-2.clq.wcnf,1,0.2,0,0.00703
benchmarks/pms_crafted/maxclicque/structured/hamming8-4.clq.wcnf,1,0.02128,0,0.00773
benchmarks/pms_crafted/maxclicque/structured/johnson16-2-4.clq.wcnf,1,0.06667,0,0.01611
benchmarks/pms_crafted/maxclicque/structured/johnson32-2-4.clq.wcnf,1,0.03226,0,0.00397
benchmarks/pms_crafted/maxclicque/structured/johnson8-2-4.clq.wcnf,1,0.14286,0,0.06633
benchmarks/pms_crafted/maxclicque/structured/johnson8-4-4.clq.wcnf,1,0.11111,0,0.02698
benchmarks/pms_crafted/maxclicque/structured/keller4.clq.wcnf,1,0.03244,0.00417,0.00892
benchmarks/pms_crafted/maxclicque/structured/keller5.clq.wcnf,1,0.01028,0.00103,0.00183
benchmarks/pms_crafted/maxclicque/structured/MANN_a27.clq.wcnf,1,0.35,0.00926,0.0037
benchmarks/pms_crafted/maxclicque/structured/MANN_a45.clq.wcnf,1,0.34328,0.0063,0.00133
benchmarks/pms_crafted/maxclicque/structured/MANN_a81.clq.wcnf,1,0.33884,0.00378,0.00041
benchmarks/pms_crafted/maxclicque/structured/MANN_a9.clq.wcnf,1,0.38462,0.00855,0.03419
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-1.clq.wcnf,1,0.00264,0.0008,0.00157
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-2.clq.wcnf,1,0.00391,0.00209,0.00092
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-3.clq.wcnf,1,0.00777,0.00243,0.00082
benchmarks/pms_crafted/maxclicque/structured/p_hat300-1.clq.wcnf,1,0.00877,0.00319,0.00491
benchmarks/pms_crafted/maxclicque/structured/p_hat300-2.clq.wcnf,1,0.01292,0.00732,0.00306
benchmarks/pms_crafted/maxclicque/structured/p_hat300-3.clq.wcnf,1,0.02551,0.00842,0.00281
benchmarks/pms_crafted/maxclicque/structured/p_hat500-1.clq.wcnf,1,0.00534,0.00162,0.00316
benchmarks/pms_crafted/maxclicque/structured/p_hat500-2.clq.wcnf,1,0.00803,0.00437,0.00178
benchmarks/pms_crafted/maxclicque/structured/p_hat500-3.clq.wcnf,1,0.0159,0.00506,0.00153
benchmarks/pms_crafted/maxclicque/structured/p_hat700-1.clq.wcnf,1,0.0038,0.00114,0.00225
benchmarks/pms_crafted/maxclicque/structured/p_hat700-2.clq.wcnf,1,0.00566,0.00309,0.0013
benchmarks/pms_crafted/maxclicque/structured/p_hat700-3.clq.wcnf,1,0.01123,0.00351,0.00117
benchmarks/pms_crafted/maxclicque/structured/san1000.clq.wcnf,1,0.004,0.00042,0.0018
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_1.clq.wcnf,1,0.03241,0.00486,0.00729
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_2.clq.wcnf,1,0.03241,0.00989,0.00583
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_1.clq.wcnf,1,0.09132,0.01461,0.00411
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_2.clq.wcnf,1,0.09132,0.00868,0.00548
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_3.clq.wcnf,1,0.09132,0.00959,0.00594
benchmarks/pms_crafted/maxclicque/structured/san400_0.5_1.clq.wcnf,1,0.00993,0.00127,0.00434
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_1.clq.wcnf,1,0.01643,0.00181,0.00407
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_2.clq.wcnf,1,0.01643,0.00193,0.00394
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_3.clq.wcnf,1,0.01643,0.00234,0.00382
benchmarks/pms_crafted/maxclicque/structured/san400_0.9_1.clq.wcnf,1,0.04773,0.00394,0.0031
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.7.clq.wcnf,1,0.03209,0.00658,0.00626
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.9.clq.wcnf,1,0.08941,0.01028,0.00492
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.5.clq.wcnf,1,0.00995,0.00179,0.00415
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.7.clq.wcnf,1,0.01644,0.00238,0.0037
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832706.cnf.wcnf,1,0.6625,0.03,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832707.cnf.wcnf,1,0.69,0.0325,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832708.cnf.wcnf,1,0.7075,0.03,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832709.cnf.wcnf,1,0.6775,0.025,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832710.cnf.wcnf,1,0.69,0.0275,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832711.cnf.wcnf,1,0.6925,0.0275,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832712.cnf.wcnf,1,0.695,0.025,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832713.cnf.wcnf,1,0.69,0.0275,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832714.cnf.wcnf,1,0.69,0.03,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832715.cnf.wcnf,1,0.66,0.025,0.0025
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195561.cnf.wcnf,1,0.66889,0.03111,0.00444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195562.cnf.wcnf,1,0.69778,0.02667,0.00444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195563.cnf.wcnf,1,0.63778,0.02667,0.00222
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195564.cnf.wcnf,1,0.66889,0.02667,0.00444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195565.cnf.wcnf,1,0.67333,0.02667,0.00222
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195566.cnf.wcnf,1,0.67111,0.02667,0.00222
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195567.cnf.wcnf,1,0.66222,0.02667,0.00444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195568.cnf.wcnf,1,0.63778,0.02667,0.00222
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195569.cnf.wcnf,1,0.64222,0.02444,0.00444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195570.cnf.wcnf,1,0.65556,0.02667,0.00444
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558416.cnf.wcnf,1,0.694,0.028,0.004
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558417.cnf.wcnf,1,0.636,0.026,0.006
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558418.cnf.wcnf,1,0.634,0.024,0.006
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558419.cnf.wcnf,1,0.634,0.04,0.004
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558420.cnf.wcnf,1,0.664,0.026,0.006
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558421.cnf.wcnf,1,0.654,0.028,0.002
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558422.cnf.wcnf,1,0.654,0.024,0.006
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558423.cnf.wcnf,1,0.654,0.028,0.002
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558424.cnf.wcnf,1,0.652,0.024,0.006
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558425.cnf.wcnf,1,0.648,0.028,0.004
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921271.cnf.wcnf,1,0.63636,0.02909,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921272.cnf.wcnf,1,0.63273,0.02545,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921273.cnf.wcnf,1,0.64,0.02364,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921274.cnf.wcnf,1,0.62545,0.02727,0.00364
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921275.cnf.wcnf,1,0.63091,0.02727,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921276.cnf.wcnf,1,0.64182,0.02182,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921277.cnf.wcnf,1,0.65091,0.02909,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921278.cnf.wcnf,1,0.64545,0.02545,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921279.cnf.wcnf,1,0.60182,0.02364,0.00545
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921280.cnf.wcnf,1,0.63455,0.02909,0.00364
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284126.cnf.wcnf,1,0.63333,0.02167,0.00667
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284127.cnf.wcnf,1,0.61,0.02333,0.00667
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284128.cnf.wcnf,1,0.62333,0.03167,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284129.cnf.wcnf,1,0.63333,0.02833,0.00333
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284130.cnf.wcnf,1,0.62333,0.02667,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284131.cnf.wcnf,1,0.57833,0.025,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284132.cnf.wcnf,1,0.62,0.02167,0.00667
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284133.cnf.wcnf,1,0.64333,0.02667,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284134.cnf.wcnf,1,0.63833,0.025,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284135.cnf.wcnf,1,0.63167,0.025,0.005
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646981.cnf.wcnf,1,0.64,0.02154,0.00769
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646982.cnf.wcnf,1,0.62154,0.02769,0.00462
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646983.cnf.wcnf,1,0.60923,0.02154,0.00615
benchmarks/pms_crafted/maxone/3sat/cnf3.150.500.646984.cnf.wcnf,1,0.63231,0.02462,0.00615
