@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn NUMERIC
@ATTRIBUTE vcg_var_spread NUMERIC
@ATTRIBUTE vcg_var_min NUMERIC
@ATTRIBUTE vcg_var_max NUMERIC
@ATTRIBUTE vcg_cls_mean NUMERIC
@ATTRIBUTE vcg_cls_spread NUMERIC
@ATTRIBUTE vcg_cls_std NUMERIC
@ATTRIBUTE vcg_cls_min NUMERIC
@ATTRIBUTE vcg_var_std NUMERIC
@ATTRIBUTE vcg_var_mean NUMERIC
@ATTRIBUTE var_clauses_ratio NUMERIC
@ATTRIBUTE soft_max NUMERIC
@ATTRIBUTE numClauses NUMERIC
@ATTRIBUTE perc_soft NUMERIC
@ATTRIBUTE soft_mean NUMERIC
@ATTRIBUTE soft_std NUMERIC

@DATA
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-4.clq.wcnf,1,0.0774,0.01084,0.00722,0.01806,0.01282,0.00667,0.13899,0.00667,0.17257,0.01282,0.0774,1,1938,0.0774,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-1.clq.wcnf,1,0.1006,0.01408,0.00738,0.02146,0.01266,0.00667,0.15837,0.00667,0.21795,0.01266,0.1006,1,1491,0.1006,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-2.clq.wcnf,1,0.1006,0.01341,0.00604,0.01945,0.01266,0.00667,0.15837,0.00667,0.21291,0.01266,0.1006,1,1491,0.1006,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-3.clq.wcnf,1,0.1006,0.0161,0.00469,0.02079,0.01266,0.00667,0.15837,0.00667,0.22711,0.01266,0.1006,1,1491,0.1006,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-4.clq.wcnf,1,0.1006,0.01073,0.00738,0.01811,0.01266,0.00667,0.15837,0.00667,0.18091,0.01266,0.1006,1,1491,0.1006,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-1.clq.wcnf,1,0.14368,0.01533,0.00575,0.02107,0.01238,0.00667,0.18895,0.00667,0.26685,0.01238,0.14368,1,1044,0.14368,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-2.clq.wcnf,1,0.14368,0.01628,0.00575,0.02203,0.01238,0.00667,0.18895,0.00667,0.26095,0.01238,0.14368,1,1044,0.14368,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-3.clq.wcnf,1,0.14368,0.01916,0.00287,0.02203,0.01238,0.00667,0.18895,0.00667,0.25694,0.01238,0.14368,1,1044,0.14368,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-4.clq.wcnf,1,0.14368,0.01628,0.00383,0.02011,0.01238,0.00667,0.18895,0.00667,0.24205,0.01238,0.14368,1,1044,0.14368,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-1.clq.wcnf,1,0.25126,0.01843,0.00168,0.0201,0.01166,0.00667,0.24803,0.00667,0.31254,0.01166,0.25126,1,597,0.25126,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-2.clq.wcnf,1,0.25126,0.02178,0.00168,0.02345,0.01166,0.00667,0.24803,0.00667,0.34197,0.01166,0.25126,1,597,0.25126,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-3.clq.wcnf,1,0.25126,0.01843,0.00335,0.02178,0.01166,0.00667,0.24803,0.00667,0.31647,0.01166,0.25126,1,597,0.25126,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-4.clq.wcnf,1,0.25126,0.0201,0.00335,0.02345,0.01166,0.00667,0.24803,0.00667,0.32548,0.01166,0.25126,1,597,0.25126,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-1.clq.wcnf,1,0.01573,0.00231,0.01216,0.01447,0.01323,0.00667,0.0627,0.00667,0.03384,0.01323,0.01573,1,9537,0.01573,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-2.clq.wcnf,1,0.01573,0.0022,0.01227,0.01447,0.01323,0.00667,0.0627,0.00667,0.03383,0.01323,0.01573,1,9537,0.01573,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-3.clq.wcnf,1,0.01573,0.00304,0.01174,0.01478,0.01323,0.00667,0.0627,0.00667,0.0404,0.01323,0.01573,1,9537,0.01573,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-4.clq.wcnf,1,0.01573,0.00262,0.01174,0.01437,0.01323,0.00667,0.0627,0.00667,0.03189,0.01323,0.01573,1,9537,0.01573,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-1.clq.wcnf,1,0.0165,0.0022,0.0121,0.0143,0.01322,0.00667,0.06421,0.00667,0.03286,0.01322,0.0165,1,9090,0.0165,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-2.clq.wcnf,1,0.0165,0.00275,0.01166,0.01441,0.01322,0.00667,0.06421,0.00667,0.04028,0.01322,0.0165,1,9090,0.0165,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-3.clq.wcnf,1,0.0165,0.00297,0.01177,0.01474,0.01322,0.00667,0.06421,0.00667,0.03984,0.01322,0.0165,1,9090,0.0165,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-4.clq.wcnf,1,0.0165,0.00264,0.01188,0.01452,0.01322,0.00667,0.06421,0.00667,0.0392,0.01322,0.0165,1,9090,0.0165,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-1.clq.wcnf,1,0.01736,0.0037,0.01157,0.01527,0.01322,0.00667,0.06586,0.00667,0.04928,0.01322,0.01736,1,8643,0.01736,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-2.clq.wcnf,1,0.01736,0.00266,0.0118,0.01446,0.01322,0.00667,0.06586,0.00667,0.04434,0.01322,0.01736,1,8643,0.01736,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-3.clq.wcnf,1,0.01736,0.00266,0.01192,0.01458,0.01322,0.00667,0.06586,0.00667,0.04181,0.01322,0.01736,1,8643,0.01736,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-4.clq.wcnf,1,0.01736,0.00359,0.01134,0.01493,0.01322,0.00667,0.06586,0.00667,0.05112,0.01322,0.01736,1,8643,0.01736,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-1.clq.wcnf,1,0.0183,0.00281,0.01184,0.01464,0.01321,0.00667,0.06763,0.00667,0.04834,0.01321,0.0183,1,8196,0.0183,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-2.clq.wcnf,1,0.0183,0.00366,0.01147,0.01513,0.01321,0.00667,0.06763,0.00667,0.05176,0.01321,0.0183,1,8196,0.0183,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-3.clq.wcnf,1,0.0183,0.00329,0.01159,0.01489,0.01321,0.00667,0.06763,0.00667,0.05126,0.01321,0.0183,1,8196,0.0183,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-4.clq.wcnf,1,0.0183,0.00317,0.01159,0.01476,0.01321,0.00667,0.06763,0.00667,0.04658,0.01321,0.0183,1,8196,0.0183,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-1.clq.wcnf,1,0.01936,0.00413,0.0111,0.01523,0.01321,0.00667,0.06955,0.00667,0.04908,0.0132,0.01936,1,7749,0.01936,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-2.clq.wcnf,1,0.01936,0.004,0.01084,0.01484,0.01321,0.00667,0.06955,0.00667,0.05745,0.0132,0.01936,1,7749,0.01936,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-3.clq.wcnf,1,0.01936,0.00426,0.01123,0.01549,0.01321,0.00667,0.06955,0.00667,0.0584,0.0132,0.01936,1,7749,0.01936,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-4.clq.wcnf,1,0.01936,0.00348,0.01161,0.0151,0.01321,0.00667,0.06955,0.00667,0.05471,0.0132,0.01936,1,7749,0.01936,1,0
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-1.clq.wcnf,1,0.02054,0.00329,0.0115,0.01479,0.0132,0.00667,0.07166,0.00667,0.05451,0.0132,0.02054,1,7302,0.02054,1,0
